windmills_id;windmills_name;size_km2;long;lat;GSRN;ID_geo;Tilsluttet;Kapa_kW;Rotor_Dia;NavHoej;TotalHoej;Fabrikat;Model;KomNr;KomNvn;Placering;Ejerlav;Mtrkl_Nr;X;Y;KoorOpr;Net_InstNr;kWh_1977;kWh_1978;kWh_1979;kWh_1980;kWh_1981;kWh_1982;kWh_1983;kWh_1984;kWh_1985;kWh_1986;kWh_1987;kWh_1988;kWh_1989;kWh_1990;kWh_1991;kWh_1992;kWh_1993;kWh_1994;kWh_1995;kWh_1996;kWh_1997;kWh_1998;kWh_1999;kWh_2000;kWh_2001;kWh_2002;kWh_2003;kWh_2004;kWh_2005;kWh_2006;kWh_2007;kWh_2008;kWh_2009;kWh_2010;kWh_2011;kWh_2012;kWh_2013;kWh_2014;jan;feb;mar;apr;maj;jun;jul;aug;sep;okt;nov;dec;kWh_2015;coords.x1;coords.x2
279;wind279;0;7.87981285527999;55.4890069068949;570715000000062513;2136;2002-11-25;2000;80;70;110;Vestas;V 80;561;Esbjerg;HAV;Horns Rev;hav;429219;6149780;GST;WH1594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5747214.65625;4586146.464844;7874580.3125;7453327.203125;8244047.09375;7836396.78125;7265466.5;7073054.9375;8372918.125;8449939.375;7692454.0625;8224563.438;825668.125;730110;742640.625;570651.5625;700650;531995.9;485190.625;413701.5625;530532.8125;528373.125;769285;836448.1;7665247.4375;7.87981285527999;55.4890069068949
280;wind280;0;7.88103038937777;55.4840216494639;570715000000062520;2137;2002-12-11;2000;80;70;110;Vestas;V 80;561;Esbjerg;HAV;Horns Rev;hav;429287;6149224;GST;WH1595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5747214.65625;4586146.464844;7874580.3125;7453327.203125;8244047.09375;7836396.78125;7265466.5;7073054.9375;8372918.125;8449939.375;7692454.0625;8224563.438;825668.125;730110;742640.625;570651.5625;700650;531995.9;485190.625;413701.5625;530532.8125;528373.125;769285;836448.1;7665247.4375;7.88103038937777;55.4840216494639
281;wind281;0;7.88224760775951;55.4790363745895;570715000000062537;2138;2002-12-05;2000;80;70;110;Vestas;V 80;561;Esbjerg;HAV;Horns Rev;hav;429355;6148668;GST;WH1596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5747214.65625;4586146.464844;7874580.3125;7453327.203125;8244047.09375;7836396.78125;7265466.5;7073054.9375;8372918.125;8449939.375;7692454.0625;8224563.438;825668.125;730110;742640.625;570651.5625;700650;531995.9;485190.625;413701.5625;530532.8125;528373.125;769285;836448.1;7665247.4375;7.88224760775951;55.4790363745895
282;wind282;0;7.88348032731136;55.4740512265329;570715000000062544;2139;2002-12-10;2000;80;70;110;Vestas;V 80;561;Esbjerg;HAV;Horns Rev;hav;429424;6148112;GST;WH1597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5747214.65625;4586146.464844;7874580.3125;7453327.203125;8244047.09375;7836396.78125;7265466.5;7073054.9375;8372918.125;8449939.375;7692454.0625;8224563.438;825668.125;730110;742640.625;570651.5625;700650;531995.9;485190.625;413701.5625;530532.8125;528373.125;769285;836448.1;7665247.4375;7.88348032731136;55.4740512265329
283;wind283;0;7.88469691270686;55.4690659166252;570715000000062551;2140;2002-12-04;2000;80;70;110;Vestas;V 80;561;Esbjerg;HAV;Horns Rev;hav;429492;6147556;GST;WH1598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5747214.65625;4586146.464844;7874580.3125;7453327.203125;8244047.09375;7836396.78125;7265466.5;7073054.9375;8372918.125;8449939.375;7692454.0625;8224563.438;825668.125;730110;742640.625;570651.5625;700650;531995.9;485190.625;413701.5625;530532.8125;528373.125;769285;836448.1;7665247.4375;7.88469691270686;55.4690659166252
284;wind284;0;7.55411854581941;55.6048017311367;570715000000086632;2149;2009-05-14;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408909;6163045;GST;WH2 G7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3875306.410156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.55411854581941;55.6048017311367
285;wind285;0;7.56243831871061;55.6034527113432;570715000000086649;2150;2009-05-14;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409430;6162884;GST;WH2 G6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3875306.410156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.56243831871061;55.6034527113432
286;wind286;0;7.57074166296699;55.6021029387582;570715000000087059;2151;2009-05-16;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409950;6162723;GST;WH2 G5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3875306.410156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.57074166296699;55.6021029387582
287;wind287;0;7.57906031144188;55.6007527844059;570715000000087240;2152;2009-05-14;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;410471;6162562;GST;WH2 G4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3875306.410156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.57906031144188;55.6007527844059
288;wind288;0;7.58736253180993;55.5994018795856;570715000000087264;2153;2009-05-14;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;410991;6162401;GST;WH2 G3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3875306.410156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.58736253180993;55.5994018795856
289;wind289;0;7.59568037587399;55.5980416081742;570715000000087271;2154;2009-05-13;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411512;6162239;GST;WH2 G2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3875306.410156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.59568037587399;55.5980416081742
290;wind290;0;7.60399733388705;55.5966897520383;570715000000087288;2155;2009-05-13;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;412033;6162078;GST;WH2 G1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3875306.410156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.60399733388705;55.5966897520383
291;wind291;0;7.55059960245102;55.596914913707;570715000000087295;2156;2009-06-06;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408669;6162172;GST;WH2 F7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.55059960245102;55.596914913707
292;wind292;0;7.55904939627423;55.5958732120513;570715000000087301;2157;2009-06-01;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409199;6162045;GST;WH2 F6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.55904939627423;55.5958732120513
293;wind293;0;7.56749875174124;55.5948309254734;570715000000087318;2158;2009-06-01;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409729;6161918;GST;WH2 F5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.56749875174124;55.5948309254734
294;wind294;0;7.57594766858551;55.5937880540397;570715000000087325;2159;2009-06-07;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;410259;6161791;GST;WH2 F4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.57594766858551;55.5937880540397
295;wind295;0;7.58439614654057;55.5927445978167;570715000000087332;2160;2009-06-06;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;410789;6161664;GST;WH2 F3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.58439614654057;55.5927445978167
296;wind296;0;7.59284450681146;55.5916915740372;570715000000087349;2161;2009-06-01;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411319;6161536;GST;WH2 F2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.59284450681146;55.5916915740372
297;wind297;0;7.60129210424715;55.5906469484009;570715000000087356;2162;2009-06-01;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411849;6161409;GST;WH2 F1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.60129210424715;55.5906469484009
298;wind298;0;7.54800628686051;55.5889221171014;570715000000087363;2163;2009-08-05;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408487;6161286;GST;WH2 E7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.54800628686051;55.5889221171014
299;wind299;0;7.55658720887008;55.5872890328657;570715000000087370;2164;2009-08-06;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409024;6161093;GST;WH2 E6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.55658720887008;55.5872890328657
300;wind300;0;7.56510187979771;55.5874518903821;570715000000087387;2165;2009-08-05;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409561;6161100;GST;WH2 E5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.56510187979771;55.5874518903821
301;wind301;0;7.57364888587871;55.5867248631211;570715000000087394;2166;2009-08-04;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;410098;6161008;GST;WH2 E4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.57364888587871;55.5867248631211
302;wind302;0;7.58219590958891;55.5859882554127;570715000000087400;2167;2009-08-04;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;410635;6160915;GST;WH2 E3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.58219590958891;55.5859882554127
303;wind303;0;7.5907426228735;55.5852510500364;570715000000087417;2168;2009-08-04;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411172;6160822;GST;WH2 E2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.5907426228735;55.5852510500364
304;wind304;0;7.59928902543386;55.58451324704;570715000000087424;2169;2009-08-03;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411709;6160729;GST;WH2 E1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.59928902543386;55.58451324704
305;wind305;0;7.54630534240157;55.580849968517;570715000000087431;2170;2009-06-24;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408361;6160390;GST;WH2 D7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.54630534240157;55.580849968517
306;wind306;0;7.55491930345765;55.5804305914492;570715000000087448;2171;2009-09-15;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408903;6160332;GST;WH2 D6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2676506.5;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.55491930345765;55.5804305914492
307;wind307;0;7.56353309108971;55.5800106080646;570715000000087455;2172;2009-08-07;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409445;6160274;GST;WH2 D5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.56353309108971;55.5800106080646
308;wind308;0;7.57214670497701;55.57959001839;570715000000087462;2173;2009-06-24;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409987;6160216;GST;WH2 D4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.57214670497701;55.57959001839
309;wind309;0;7.58076014479887;55.5791688224524;570715000000087479;2174;2009-06-22;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;410529;6160158;GST;WH2 D3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.58076014479887;55.5791688224524
310;wind310;0;7.58937341023464;55.5787470202789;570715000000087486;2175;2009-06-23;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411071;6160100;GST;WH2 D2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3588874.785156;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.58937341023464;55.5787470202789
311;wind311;0;7.59798650096372;55.5783246118964;570715000000087493;2176;2009-08-05;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411613;6160042;GST;WH2 D1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.59798650096372;55.5783246118964
312;wind312;0;7.54554279514754;55.5727260141923;570715000000087509;2177;2009-08-07;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408294;6159487;GST;WH2 C7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.54554279514754;55.5727260141923
313;wind313;0;7.55419099370416;55.572621636285;570715000000087516;2178;2009-08-05;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408839;6159464;GST;WH2 C6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.55419099370416;55.572621636285
314;wind314;0;7.56282330247848;55.5725164620645;570715000000087523;2179;2009-08-07;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409383;6159441;GST;WH2 C5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.56282330247848;55.5725164620645
315;wind315;0;7.57147110362476;55.5724198472144;570715000000087530;2180;2009-08-05;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409928;6159419;GST;WH2 C4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.57147110362476;55.5724198472144
316;wind316;0;7.58010334238312;55.5723134555525;570715000000087547;2181;2009-08-05;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;410472;6159396;GST;WH2 C3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.58010334238312;55.5723134555525
317;wind317;0;7.58875139900896;55.5722066382583;570715000000087554;2182;2009-08-05;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411017;6159373;GST;WH2 C2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.58875139900896;55.5722066382583
318;wind318;0;7.59738356446087;55.5720990291439;570715000000087561;2183;2009-08-05;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;411561;6159350;GST;WH2 C1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.59738356446087;55.5720990291439
319;wind319;0;7.5457164065536;55.5645951816547;570715000000087578;2184;2009-08-08;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408286;6158582;GST;WH2 B7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.5457164065536;55.5645951816547
320;wind320;0;7.55433541924152;55.5648049898145;570715000000087585;2185;2009-08-10;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;408830;6158594;GST;WH2 B6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.55433541924152;55.5648049898145
321;wind321;0;7.56297005746936;55.5650233609615;570715000000087592;2186;2009-08-08;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409375;6158607;GST;WH2 B5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.56297005746936;55.5650233609615
322;wind322;0;7.57160512781237;55.5652321415138;570715000000087608;2187;2009-08-07;2300;93;55;101.5;SIEMENS;SWT 2.3-93;561;Esbjerg;HAV;Horns Rev;hav;409920;6158619;GST;WH2 B4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3251811.625;9401279.299863;10011333.574725;10505800.022527;9890716.296249;10324350.5663;1045582.071;895756.6044;954791.9758;767246.5247;945643.5302;772868.3;753947.9489;571934.7588;804519.7473;470247.1846;0;289392.1;8271930.7457;7.57160512781237;55.5652321415138
