windmills_id;windmills_name;size_km2;long;lat;GSRN;ID_geo;Tilsluttet;Kapa_kW;Rotor_Dia;NavHoej;TotalHoej;Fabrikat;Model;KomNr;KomNvn;Placering;Ejerlav;Mtrkl_Nr;X;Y;KoorOpr;Net_InstNr;kWh_1977;kWh_1978;kWh_1979;kWh_1980;kWh_1981;kWh_1982;kWh_1983;kWh_1984;kWh_1985;kWh_1986;kWh_1987;kWh_1988;kWh_1989;kWh_1990;kWh_1991;kWh_1992;kWh_1993;kWh_1994;kWh_1995;kWh_1996;kWh_1997;kWh_1998;kWh_1999;kWh_2000;kWh_2001;kWh_2002;kWh_2003;kWh_2004;kWh_2005;kWh_2006;kWh_2007;kWh_2008;kWh_2009;kWh_2010;kWh_2011;kWh_2012;kWh_2013;kWh_2014;jan;feb;mar;apr;maj;jun;jul;aug;sep;okt;nov;dec;kWh_2015;coords.x1;coords.x2
111;wind111;0;11.5988913022358;54.5370719165658;570715000000090004;805;2010-07-17;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;668137;6046386;GST;WRD2 L16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5988913022358;54.5370719165658
112;wind112;0;11.6093961526796;54.535973582604;570715000000090011;806;2010-07-17;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;668821;6046289;GST;WRD2 L17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.6093961526796;54.535973582604
113;wind113;0;11.6183818833833;54.5353028103507;570715000000090028;807;2010-07-18;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;669405;6046236;GST;WRD2 L18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.6183818833833;54.5353028103507
114;wind114;0;11.4579353011745;54.5711694492946;570715000000090035;808;2010-07-24;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;658887;6049851;GST;WRD2 M01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.4579353011745;54.5711694492946
115;wind115;0;11.4659612432836;54.5669966331788;570715000000090042;809;2010-07-24;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;659422;6049405;GST;WRD2 M02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.4659612432836;54.5669966331788
116;wind116;0;11.474175079879;54.5631430547689;570715000000090059;810;2010-07-23;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;659968;6048995;GST;WRD2 M03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.474175079879;54.5631430547689
117;wind117;0;11.4829291715642;54.5592957889588;570715000000090066;811;2010-07-22;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;660549;6048587;GST;WRD2 M04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.4829291715642;54.5592957889588
118;wind118;0;11.4911346835819;54.555863716561;570715000000090073;812;2010-07-22;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;661093;6048224;GST;WRD2 M05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.4911346835819;54.555863716561
119;wind119;0;11.5002512411932;54.5524302169822;570715000000090080;813;2010-07-23;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;661696;6047863;GST;WRD2 M06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5002512411932;54.5524302169822
120;wind120;0;11.5093574258097;54.5491041066378;570715000000090097;814;2010-07-23;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;662298;6047514;GST;WRD2 M07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5093574258097;54.5491041066378
121;wind121;0;11.518296156609;54.5460954290151;570715000000090103;815;2010-07-22;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;662888;6047200;GST;WRD2 M08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.518296156609;54.5460954290151
122;wind122;0;11.5277724843776;54.5432995859579;570715000000090110;816;2010-07-21;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;663512;6046911;GST;WRD2 M09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5277724843776;54.5432995859579
123;wind123;0;11.537611959903;54.5403964737093;570715000000090127;817;2010-07-27;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;664160;6046611;GST;WRD2 M10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.537611959903;54.5403964737093
124;wind124;0;11.5469013325048;54.5381154556141;570715000000090134;818;2010-07-27;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;664770;6046379;GST;WRD2 M11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5469013325048;54.5381154556141
125;wind125;0;11.5569262480539;54.5357462366243;570715000000090141;819;2010-07-27;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;665428;6046139;GST;WRD2 M12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5569262480539;54.5357462366243
126;wind126;0;11.5671327673694;54.5335790879896;570715000000090158;820;2010-07-27;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;666097;6045922;GST;WRD2 M13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5671327673694;54.5335790879896
127;wind127;0;11.5769714831527;54.5317245693568;570715000000090165;821;2010-07-31;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;666741;6045739;GST;WRD2 M14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5769714831527;54.5317245693568
128;wind128;0;11.5871625260066;54.5300774621054;570715000000090172;822;2010-08-03;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;667407;6045580;GST;WRD2 M15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5871625260066;54.5300774621054
129;wind129;0;11.5977311736022;54.5285472337111;570715000000090189;823;2010-08-03;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;668097;6045435;GST;WRD2 M16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.5977311736022;54.5285472337111
130;wind130;0;11.6082967374414;54.5272229122981;570715000000090196;824;2010-07-31;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;668786;6045313;GST;WRD2 M17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.6082967374414;54.5272229122981
131;wind131;0;11.6170278625113;54.5264678116005;570715000000090202;825;2010-07-31;2300;92.6;80;126.3;SIEMENS;SWT 2.3-93;360;Lolland;HAV;Rødsand;hav;669354;6045250;GST;WRD2 M18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4271132.965556;9260786.317778;9274953.76;8205688.729856;9117953.2362;1054091.854;793517.1189;931521.7311;660296.38;711090.1967;561851.4;702413.1878;546110.5478;661115.9356;574683.64;971581.5;1289857;9458130.4919;11.6170278625113;54.5264678116005
132;wind132;0;11.6686459525206;54.5713244895912;570714700000105920;1047;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672504.1;6050365;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686459525206;54.5713244895912
133;wind133;0;11.6686464489786;54.567000164197;570714700000105937;1048;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672522.4;6049884;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686464489786;54.567000164197
134;wind134;0;11.6686423260397;54.5626759383063;570714700000105944;1049;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672540.4;6049403;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686423260397;54.5626759383063
135;wind135;0;11.6686453558238;54.5583425618542;570714700000105951;1050;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672558.9;6048921;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686453558238;54.5583425618542
136;wind136;0;11.6686412642123;54.5540183303983;570714700000105968;1051;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672576.9;6048440;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686412642123;54.5540183303983
137;wind137;0;11.6686402772702;54.5496940279848;570714700000105975;1052;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672595.1;6047959;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686402772702;54.5496940279848
138;wind138;0;11.6686402635713;54.5453607113642;570714700000105982;1053;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672613.4;6047477;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686402635713;54.5453607113642
139;wind139;0;11.6686408512804;54.5410363693091;570714700000105999;1054;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672631.7;6046996;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686408512804;54.5410363693091
140;wind140;0;11.6686362364221;54.5367031493656;570714700000106002;1055;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;672649.7;6046514;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6686362364221;54.5367031493656
141;wind141;0;11.6818496070802;54.5699805460009;570714700000106019;1056;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673363.1;6050248;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6818496070802;54.5699805460009
142;wind142;0;11.6818487098575;54.565656235428;570714700000106026;1057;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673381.4;6049767;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6818487098575;54.565656235428
143;wind143;0;11.681849372802;54.5613318878221;570714700000106033;1058;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673399.8;6049286;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.681849372802;54.5613318878221
144;wind144;0;11.6818432830645;54.5569986972487;570714700000106040;1059;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673417.8;6048804;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6818432830645;54.5569986972487
145;wind145;0;11.681845521352;54.5526743098338;570714700000106057;1060;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673436.3;6048323;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.681845521352;54.5526743098338
146;wind146;0;11.6818440966354;54.5483410109179;570714700000106064;1061;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673454.6;6047841;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6818440966354;54.5483410109179
147;wind147;0;11.6818463648515;54.5440166179609;570714700000106071;1062;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673473.1;6047360;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6818463648515;54.5440166179609
148;wind148;0;11.6818440160257;54.5396923249906;570714700000106088;1063;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673491.3;6046879;GST;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6818440160257;54.5396923249906
149;wind149;0;11.6818441814975;54.5353589834812;570714700000106095;1064;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;673509.7;6046397;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6818441814975;54.5353589834812
150;wind150;0;11.6950523454338;54.5686351704107;570714700000106101;1065;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;674222.1;6050131;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6950523454338;54.5686351704107
151;wind151;0;11.6950500547711;54.5643108748879;570714700000106118;1066;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;674240.4;6049650;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6950500547711;54.5643108748879
152;wind152;0;11.6950487321795;54.5599775650345;570714700000106125;1067;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;674258.8;6049168;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6950487321795;54.5599775650345
153;wind153;0;11.6950495620561;54.5556531951086;570714700000106132;1068;2003-06-17;2300;82.4;68.8;110;BONUS;2,3 MW;376;Guldborgsund;HAV;Uoplyst;hav;674277.3;6048687;GST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585261.131836;8015901.34375;7599237.34375;7183189.875;5637561.987282;8459562.1875;7668221.8125;7306662.763889;8342347.231111;7988296.715972;7400952.743439;7996765.8614;969178.6316;690764.6465;681242.831;502075.2486;597070.0139;400060.6;621396.457;497624.3284;567805.7455;501298.9234;913820.9;1179381;8121719.3259;11.6950495620561;54.5556531951086
